,OBJECTID,ID,Y,X,NAZEV,AKTUALIZACE,CENA,JMENO
279,280,6825,50.607427,15.322958,"Pento, Brodsk· 517, Semily-Podmoklice",05.11.2014 08:57,35.2,Pento
1205,1206,6824,49.716394,17.076785,"Pento, UniËovsk· 371, Litovel",04.11.2014 15:58,35.2,Pento
18,19,5533,50.442601,15.339178,"Benzina, M. KonÏva, JiËÌn",05.11.2014 10:32,35.2,Benzina
2,3,5723,49.744102,13.608881,"Benzina Plus, Praûsk· 1200, Rokycany",05.11.2014 10:44,35.2,Benzina Plus
284,285,5655,49.789621,12.651272,"Benzina, PlzeÚsk·, Tachov",05.11.2014 08:55,35.2,Benzina
1130,1131,6783,49.694853,13.483464,"PapOil, Smetanova 1094, Star˝ Plzenec",04.11.2014 16:20,35.2,PapOil
267,268,6352,50.744117,15.156382,"LukOil, PalackÈho 98, Jablonec nad Nisou",05.11.2014 09:03,35.2,LukOil
1945,1946,5774,50.10894,14.54313,"Benzina Plus, Kolbenova, Praha 9-HloubÏtÌn",04.11.2014 10:21,35.2,Benzina Plus
1937,1938,7706,49.535388,18.121476,PIER-PAM s.r.o.,04.11.2014 10:28,35.2,PIER-PAM s.r.o.
2058,2059,6215,48.924538,16.547356,"Chemis engine, silnice 52, smÏr Poho¯elice, Pasohl",04.11.2014 08:32,35.2,Chemis engine
1999,2000,6750,49.781311,13.370622,"PapOil, Gersk· 1959/35, PlzeÚ-Bolevec",04.11.2014 09:24,35.2,PapOil
189,190,5183,50.6898572,13.974623,"AS24, HavÌ¯sk· 347/17, ⁄stÌ nad Labem",05.11.2014 09:34,35.2,AS24
1977,1978,6375,49.46357,17.44249,"LukOil, Lipnick· 536, P¯erov",04.11.2014 09:50,35.2,LukOil
1128,1129,7260,50.157481,14.766543,"Tohoz, Mochovsk· 1750, »el·kovice",04.11.2014 16:21,35.2,Tohoz
1181,1182,6460,50.028254,16.370164,"Obûiva, »eskÈ Libchavy 96",04.11.2014 16:02,35.2,Obûiva
134,135,7721,49.2120319,17.7412342,"ALITRON CZ, s.r.o., Paseky 615, éelechovice nad D¯",05.11.2014 09:49,35.2,ALITRON CZ
2037,2038,6216,48.922282,16.550207,"Chemis engine, silnice 52, smÏr Mikulov, Pasohl·vk",04.11.2014 08:44,35.2,Chemis engine
1949,1950,7248,49.834319,18.265319,"Tesco Stores »R, a.s., Novin·¯sk· 6a, Ostrava",04.11.2014 10:19,35.2,Tesco Stores »R
2038,2039,6707,48.918471,16.556348,"PapOil, silnice 52, IvaÚ 236",04.11.2014 08:42,35.2,PapOil
123,124,7241,49.826952,18.199961,"Tesco Stores »R, a.s., SjÌzdn· 2a, Ostrava-T¯ebovi",05.11.2014 09:51,35.2,Tesco Stores »R
121,122,5787,50.57122,14.644584,"Benzina Plus, Valdötejnsk·, Doksy",05.11.2014 09:52,35.2,Benzina Plus
120,121,5487,48.973913,17.247973,"Benzina, Na Baûantnici, Bzenec",05.11.2014 09:52,35.2,Benzina
113,114,5550,50.100662,17.672334,"Benzina, Albrechtick·, Krnov",05.11.2014 09:55,35.2,Benzina
112,113,5396,50.607603,14.582531,"Armex Oil, silnice 38, Jest¯ebÌ",05.11.2014 09:55,35.2,Armex Oil
106,107,5551,50.08777,17.69388,"Benzina, »s. Arm·dy 5, Krnov",05.11.2014 09:56,35.2,Benzina
2049,2050,7162,49.60336,18.00726,"Slovnaft, Malostransk· 579, äenov u NovÈho JiËÌna",04.11.2014 08:37,35.2,Slovnaft
2053,2054,6360,49.6079828,18.0306031,"LukOil, Suvorovova, Nov˝ JiËÌn",04.11.2014 08:36,35.2,LukOil
212,213,5609,49.75499,13.310581,"Benzina, Chebsk· 522, PlzeÚ",05.11.2014 09:27,35.2,Benzina
89,90,5721,49.750382,13.403949,"Benzina Plus, TÏöÌnsk·, PlzeÚ",05.11.2014 10:00,35.2,Benzina Plus
1197,1198,6822,49.690226,17.075288,"Pento, Olomouck· 96, Litovel",04.11.2014 15:59,35.2,Pento
261,262,6141,49.246904,13.538348,"Flodur, Praûsk· 250, Suöice",05.11.2014 09:07,35.2,Flodur
285,286,6706,49.40339,14.80201,"PapOil, BÌlkova, Ch˝nov",05.11.2014 08:55,35.2,PapOil
892,893,5295,49.733678,13.401333,"Agip, »·stkova, PlzeÚ",04.11.2014 17:31,35.2,Agip
290,291,5897,49.813749,16.106643,"Daitech, ProseË-PodmÏstÌ 69",05.11.2014 08:50,35.2,Daitech
669,670,5944,49.839931,15.464038,"EuroOil, silnice 38, GolË˘v JenÌkov",05.11.2014 05:02,35.2,EuroOil
678,679,6004,50.025205,16.606146,"EuroOil, Aloise Hanuöe 476, JablonnÈ nad OrlicÌ",05.11.2014 05:02,35.2,EuroOil
677,678,5995,49.71222,15.66222,"EuroOil, HavlÌËkova 1673, ChotÏbo¯",05.11.2014 05:02,35.2,EuroOil
676,677,5985,49.325597,15.319709,"EuroOil, Tyröova 418, HornÌ Cerekev",05.11.2014 05:02,35.2,EuroOil
675,676,5974,50.30077,16.35564,"EuroOil, silnice 311, DeötnÈ v Orlick˝ch hor·ch 42",05.11.2014 05:02,35.2,EuroOil
674,675,5969,49.376825,14.9691,"EuroOil, Pacovsk· 663, »ernovice",05.11.2014 05:02,35.2,EuroOil
673,674,5967,49.396436,17.659342,"EuroOil, Holeöovsk· 10, Byst¯ice pod Host˝nem",05.11.2014 05:02,35.2,EuroOil
672,673,5966,49.625513,16.346918,"EuroOil, Moravsk· 399, BystrÈ",05.11.2014 05:02,35.2,EuroOil
671,672,5965,50.149269,14.182206,"EuroOil, H¯ebeËsk· 695, BuötÏhrad",05.11.2014 05:02,35.2,EuroOil
670,671,5948,49.295689,16.66435,"EuroOil, N·draûnÌ 381, Adamov",05.11.2014 05:02,35.2,EuroOil
1519,1520,5398,48.6495408,14.4519931,"Armex Oil, silnice E55, DolnÌ Dvo¯iötÏ",04.11.2014 14:12,35.2,Armex Oil
550,551,5762,50.48118,14.08136,"Benzina Plus, d·lnice D8, smÏr Praha, Si¯ejovice",05.11.2014 05:30,35.2,Benzina Plus
1531,1532,5624,49.445245,17.433552,"Benzina, TovaËovsk· 300, P¯erov",04.11.2014 14:09,35.2,Benzina
1561,1562,6795,49.661371,17.103522,"PapOil, silnice R35, smÏr Olomouc, UnËovice 126",04.11.2014 13:56,35.2,PapOil
1003,1004,5282,50.5356,14.14611,"Agip, »eskolipsk·, LitomÏ¯ice",04.11.2014 16:56,35.2,Agip
1004,1005,5616,50.1037,14.52724,"Benzina, PodÏbradsk·, Praha 9-HloubÏtÌn",04.11.2014 16:56,35.2,Benzina
1005,1006,5669,50.58938,14.34902,"Benzina, silnice 15, ⁄ötÏk-Lhota",04.11.2014 16:56,35.2,Benzina
1593,1594,7165,49.34566,16.03983,"Slovnaft, Karlov, VelkÈ Mezi¯ÌËÌ",04.11.2014 13:30,35.2,Slovnaft
1606,1607,5888,48.857739,17.13587,"»SAD HodonÌn, MÏöùansk· 76, HodonÌn",04.11.2014 13:24,35.2,»SAD HodonÌn
1362,1363,6745,49.423883,14.954406,"PapOil, Ë.p. 195, ObrataÚ",04.11.2014 15:08,35.2,PapOil
1632,1633,5454,49.395925,16.643458,"Bary, OsvobozenÌ 366, R·jeËko",04.11.2014 13:10,35.2,Bary
679,680,6011,50.374423,13.275619,"EuroOil, Rokelsk· 1975, KadaÚ",05.11.2014 05:02,35.2,EuroOil
977,978,6289,50.118074,14.636851,"KM-Prona, N·chodsk· 2500/250, Praha 9-HornÌ PoËern",04.11.2014 17:04,35.2,KM-Prona
680,681,6024,49.393666,16.100944,"EuroOil, Za Branou 531, K¯iûanov",05.11.2014 05:02,35.2,EuroOil
681,682,6026,49.007227,17.130956,"EuroOil, HavlÌËkova 1, Kyjov",05.11.2014 05:02,35.2,EuroOil
1443,1444,6388,50.384191,13.787369,"Majority Petrol, DobromÏ¯ice 470",04.11.2014 14:43,35.2,Majority Petrol
867,868,5543,49.43896,12.82901,"Benzina, silnice 189, KlenËÌ pod »erchovem 341",04.11.2014 17:45,35.2,Benzina
865,866,5420,49.77444,18.24528,"Automont CSW, PlzeÚsk·, Ostrava-Z·b¯eh",04.11.2014 17:46,35.2,Automont CSW
859,860,5599,49.83555,18.19,"Benzina, Martinovsk· 2, Ostrava-T¯ebovice",04.11.2014 17:47,35.2,Benzina
853,854,6517,49.455539,12.867518,"OMV, silnice 25, Draûenov 117",04.11.2014 17:48,35.2,OMV
784,785,6751,49.782702,13.384842,"PapOil, Plask· 1843/70, PlzeÚ-Bolevec",04.11.2014 18:31,35.2,PapOil
778,779,6454,50.091919,14.351699,"NN Oil, VeleslavÌnsk· 17, Praha 6-VeleslavÌn",04.11.2014 18:58,35.2,NN Oil
1405,1406,6901,50.149936,14.132894,"RoBiN OIL, s.r.o., Libuöina 172, Kladno-DubÌ",04.11.2014 14:54,35.2,RoBiN OIL
692,693,6128,49.087313,17.857658,"EuroOil, LuhaËovsk· 892, SlaviËÌn",05.11.2014 05:02,35.2,EuroOil
691,692,6122,49.249856,15.178507,"EuroOil, Hradeck· 775, éirovnice",05.11.2014 05:02,35.2,EuroOil
690,691,6105,49.275738,16.234391,"EuroOil, silnice 395, Velk· BÌteö",05.11.2014 05:02,35.2,EuroOil
689,690,6095,49.70782,16.023068,"EuroOil, Partyz·nsk· 408, Svratka",05.11.2014 05:02,35.2,EuroOil
688,689,6074,49.259323,15.231708,"EuroOil, éirovnick· 677, PoË·tky",05.11.2014 05:02,35.2,EuroOil
687,688,6073,49.511719,12.802619,"EuroOil, äandova 281, PobÏûovice",05.11.2014 05:02,35.2,EuroOil
686,687,6072,49.755674,13.309405,"EuroOil, Chebsk· 522, PlzeÚ-K¯imice",05.11.2014 05:02,35.2,EuroOil
685,686,6063,50.278404,12.928632,"EuroOil, H·jek 119",05.11.2014 05:02,35.2,EuroOil
684,685,6056,50.262965,16.105892,"EuroOil, Hradeck· 690, OpoËno",05.11.2014 05:02,35.2,EuroOil
683,684,6052,49.59039,17.24593,"EuroOil, Krapkova 41, Olomouc",05.11.2014 05:02,35.2,EuroOil
682,683,6049,49.294373,13.14533,"EuroOil, N·mÏstÌ 112, N˝rsko",05.11.2014 05:02,35.2,EuroOil
1343,1344,5801,50.08888,16.45611,"Benzina Plus, »s. arm·dy, éamberk",04.11.2014 15:17,35.2,Benzina Plus
1600,1601,5630,49.184665,16.403122,"Benzina, BrnÏnsk·, Rosice",04.11.2014 13:28,35.2,Benzina
454,455,6379,50.62267,15.62895,"LukOil, L·novsk· 1462, VrchlabÌ",05.11.2014 07:45,35.2,LukOil
402,403,5259,50.45093,13.399781,"Agip, Spo¯ick· 5351, Chomutov",05.11.2014 08:17,35.2,Agip
1068,1069,6384,50.180512,15.205078,"M a M Oil, HlavnÌ, Senice",04.11.2014 16:31,35.2,M a M Oil
452,453,5795,50.620269,15.599075,"Benzina Plus, Valte¯ick·, VrchlabÌ",05.11.2014 07:45,35.2,Benzina Plus
1764,1765,5257,48.813711,16.396043,"Agip, N·draûnÌ 488, Hruöovany nad Jeviöovkou",04.11.2014 12:24,35.2,Agip
1779,1780,6768,49.646916,18.144058,"PapOil, Ostravsk· 77, P¯Ìbor",04.11.2014 12:07,35.2,PapOil
1309,1310,5323,50.108359,14.545799,"Agip, Kolbenova, Praha 9-HloubÏtÌn",04.11.2014 15:25,35.2,Agip
1700,1701,5722,49.481487,13.586391,"Benzina Plus, Kozlovick· 539, Nepomuk",04.11.2014 12:53,35.2,Benzina Plus
1078,1079,5608,50.709063,15.315788,"Benzina, Plavy 2, Plavy",04.11.2014 16:29,35.2,Benzina
401,402,5258,50.458075,13.396138,"Agip, »ernovick· 5362, Chomutov",05.11.2014 08:17,35.2,Agip
453,454,6316,50.619808,15.619406,"Kontakt, L·novsk· 1511, VrchlabÌ",05.11.2014 07:45,35.2,Kontakt
1792,1793,5294,49.74692,13.44178,"Agip, Rokycansk· 135, PlzeÚ",04.11.2014 11:55,35.2,Agip
1295,1296,6679,48.776778,16.778439,"Otto GarËic, Lednick· 496, Hlohovec",04.11.2014 15:27,35.2,Otto GarËic
1838,1839,6508,49.928892,16.435639,"OMV, silnice 14, »esk· T¯ebov·-Lhotka",04.11.2014 11:35,35.2,OMV
1793,1794,5610,49.746424,13.441281,"Benzina, Rokycansk· 160, PlzeÚ",04.11.2014 11:55,35.2,Benzina
1809,1810,6724,50.12285,12.529881,"PapOil, Sokolovsk· 1042, Kynöperk nad Oh¯Ì",04.11.2014 11:41,35.2,PapOil
1810,1811,7265,50.215612,12.17089,"Top Tank F1 gas, Selbsk·, Aö",04.11.2014 11:41,35.2,Top Tank F1 gas
373,374,5350,50.054768,16.534565,"Agro éamberk, Neko¯ 279",05.11.2014 08:30,35.2,Agro éamberk
1857,1858,7267,50.352314,12.471162,"Top Tank F1 gas, Kraslice-HraniËn·",04.11.2014 11:22,35.2,Top Tank F1 gas
1823,1824,6480,50.21787,12.176793,"OMV, Selbsk·, Aö",04.11.2014 11:40,35.2,OMV
328,329,7196,48.96944,17.20417,"ämÌda, HodonÌnsk· 1582, Vracov",05.11.2014 08:41,35.2,ämÌda
543,544,5537,50.498749,13.444304,"Benzina, Dvo¯·kova 1777, Jirkov",05.11.2014 05:32,35.2,Benzina
456,457,5637,50.592614,15.331114,"Benzina, Bo¯kovsk·, Slan·",05.11.2014 07:44,35.2,Benzina
1430,1431,6796,49.71798,13.295742,"PapOil, LesnÌ z·tiöÌ, Vejprnice",04.11.2014 14:49,35.2,PapOil
1862,1863,5351,50.073259,16.460211,"Agro éamberk, ZemÏdÏlsk· 1004, éamberk",04.11.2014 11:15,35.2,Agro éamberk
502,503,5227,49.18417,16.37139,"Adosa, Zast·veck· 1030, Rosice",05.11.2014 06:41,35.2,Adosa
1702,1703,5224,49.126284,16.679843,"AD, Roviny 4, Brno-Chrlice",04.11.2014 12:51,35.2,AD
293,294,6529,48.851784,17.121213,"OMV, Velkomoravsk·, HodonÌn",05.11.2014 08:49,35.2,OMV
505,506,7724,49.037015,17.7985042,"ALITRON CZ, s.ro., LuhaËovick· 655, Bojkovice",05.11.2014 06:39,35.2,ALITRON CZ
1758,1759,5525,48.825856,16.398996,"Benzina, N·draûnÌ 159, Hruöovany nad Jeviöovkou",04.11.2014 12:26,35.2,Benzina
511,512,5492,50.397744,16.05287,"Benzina, t¯Ìda T. G. Masaryka, »esk· Skalice",05.11.2014 06:27,35.2,Benzina
1287,1288,5540,49.479151,17.818338,"Benzina, silnice 439, KelË 271",04.11.2014 15:31,35.2,Benzina
300,301,6350,50.187823,15.832217,"LukOil, Hradeck· 602/74, Hradec Kr·lovÈ",05.11.2014 08:49,35.2,LukOil
1721,1722,6192,49.764105,17.353348,"Gulf, silnice Ë.46, HornÌ LodÏnice",04.11.2014 12:36,35.2,Gulf
294,295,7157,49.738222,13.360961,"Slovnaft, Borsk·, PlzeÚ",05.11.2014 08:49,35.2,Slovnaft
2083,2084,5228,49.028888,16.616612,"Adosa, N·draûnÌ, éidlochovice",04.11.2014 07:51,35.1,Adosa
1470,1471,7715,50.434457,14.913562,"Tank Oil, HavlÌËkova 1473, Mlad· Boleslav",04.11.2014 14:31,35.1,Tank Oil
1491,1492,7275,49.102476,18.025969,"Trako, Klobouck· 1397, Brumov",04.11.2014 14:27,35.1,Trako
1308,1309,6389,50.04114,14.3161,"MAKRO Cash &amp; Carry »R, s.r.o., Jeremi·öova 7, Prah",04.11.2014 15:25,35.1,MAKRO Cash &amp; Carry »R
2021,2022,5201,49.933531,17.916651,"A+S, TÏöÌnsk· 38, Opava",04.11.2014 09:02,35.1,A+S
1100,1101,6394,50.005353,14.574876,"MAKRO Cash &amp; Carry »R, s.r.o., U Makra 102, Pr˘hon",04.11.2014 16:26,35.1,MAKRO Cash &amp; Carry »R
1145,1146,7292,49.588099,15.934198,"Unicorn, Santiniho, éÔ·r nad S·zavou",04.11.2014 16:19,35.1,Unicorn
1951,1952,7155,49.856427,18.272476,"Slovnaft, HluËÌnsk·, Ostrava",04.11.2014 10:17,35.1,Slovnaft
213,214,5860,49.482256,16.241266,"»S, Roûn·",05.11.2014 09:25,35.1,»S
668,669,6025,50.082931,17.728359,"EuroOil, Opavsk· 106, Krnov",05.11.2014 05:02,35.1,EuroOil
1522,1523,7193,50.03885,14.24392,"äafr·nka, Masarykova 1008, Rudn·",04.11.2014 14:11,35.1,äafr·nka
2003,2004,5421,50.491324,13.636216,"Autoplus, t¯Ìda Budovatel˘ 21/624, Most",04.11.2014 09:20,35.1,Autoplus
1562,1563,6370,50.079951,14.629033,"LukOil, »eskobrodsk·, Praha 9-BÏchovice",04.11.2014 13:55,35.1,LukOil
512,513,6490,50.409596,12.928201,"OMV, silnice 25, BoûÌ Dar",05.11.2014 06:25,35.1,OMV
542,543,6144,50.498978,13.453891,"Fraba Diesel, Chomutovsk·, Jirkov",05.11.2014 05:32,35.1,Fraba Diesel
292,293,5375,48.851733,17.117871,"Albert »S, Velkomoravsk· 1652/18, HodonÌn",05.11.2014 08:49,35.1,Albert »S
1239,1240,7183,49.526916,13.803782,"Swiss Tank, HvoûÔany",04.11.2014 15:49,35.0,Swiss Tank
2010,2011,6681,49.409564,14.686439,"PaedDr. Monika Kutilov·, Ch˝novsk·, T·bor",04.11.2014 09:14,35.0,PaedDr. Monika Kutilov·
1699,1700,6245,49.12425,17.94566,"Ji¯Ì Vlach, silnice 494, Vlachovice 381",04.11.2014 12:53,35.0,Ji¯Ì Vlach
2107,2108,5929,49.05418,14.20824,"EKOS, Netolice",30.10.2014 13:18,35.0,EKOS
137,138,7716,49.2544494,17.8212356,"ALITRON CZ, s.r.o., Neubuz 156",05.11.2014 09:48,35.0,ALITRON CZ
1172,1173,6178,50.052129,14.293148,"Globus, S·rsk·, Praha 5-ZliËÌn",04.11.2014 16:12,35.0,Globus
1061,1062,7268,50.631029,13.497464,"Top Tank F1 gas, Nov· Ves v Hor·ch-MnÌöek",04.11.2014 16:34,35.0,Top Tank F1 gas
1049,1050,6368,49.43845,15.21276,"LukOil, Praûsk· 2029, Pelh¯imov",04.11.2014 16:42,35.0,LukOil
103,104,6409,49.435355,14.622463,"Marie »apkov·, T·bor-Vöechov 15",05.11.2014 09:56,35.0,Marie »apkov·
771,772,6432,50.042024,14.253906,"Mikra Plus,silnice 605, Chr·öùany",04.11.2014 19:00,35.0,Mikra Plus
423,424,6682,49.419881,14.641465,"PaedDr. Monika Kutilov·, Kpt. Jaroöe 359, T·bor-Kl",05.11.2014 08:07,35.0,PaedDr. Monika Kutilov·
1062,1063,7324,50.629588,13.498712,"Vinaco, Nov· Ves v Hor·ch-MnÌöek 233",04.11.2014 16:34,35.0,Vinaco
35,36,6367,50.021134,15.732558,"LukOil, Praûsk·, Pardubice",05.11.2014 10:23,35.0,LukOil
1754,1755,5353,49.936488,16.221229,"Agro éamberk, Tisov· 156",04.11.2014 12:27,34.99,Agro éamberk
1417,1418,5332,49.45904,15.610885,"Agip, St¯Ìteû 2",04.11.2014 14:53,34.9,Agip
1912,1913,6405,50.680186,15.407375,"Marcela Peökov·, Dr. Karla FarskÈho 356, VysokÈ na",04.11.2014 10:45,34.9,Marcela Peökov·
1511,1512,6785,49.179233,15.280648,"PapOil, L. Svobody 44, Studen·",04.11.2014 14:14,34.9,PapOil
667,668,6127,49.90231,17.739189,"EuroOil, silnice 46, Litultovice 226",05.11.2014 05:02,34.9,EuroOil
757,758,5716,49.138975,13.228001,"Benzina Plus, Javorsk·, éelezn· Ruda",04.11.2014 20:40,34.9,Benzina Plus
758,759,6830,49.14167,13.24861,"Petra, Pamferova Huù 107, éelezn· Ruda",04.11.2014 20:40,34.9,Petra
1825,1826,5579,50.253674,14.526913,"Benzina, Kosteleck·, Neratovice",04.11.2014 11:39,34.9,Benzina
289,290,5573,49.05694,15.80388,"Benzina, Praûsk· 1039, MoravskÈ BudÏjovice",05.11.2014 08:50,34.9,Benzina
1502,1503,5407,48.888589,15.934724,"ASD Truck, MilÌËovice 81",04.11.2014 14:23,34.9,ASD Truck
367,368,5927,49.708414,13.357513,"EKO Litice, Klatovsk· 507, PlzeÚ-Litice",05.11.2014 08:31,34.9,EKO Litice
794,795,6799,50.102081,15.190519,"PapOil, RevoluËnÌ 714, Velk˝ Osek",04.11.2014 18:25,34.9,PapOil
363,364,7239,50.76975,14.20833,"Tesco Stores »R, a.s., ⁄steck· 8, DÏËÌn",05.11.2014 08:33,34.9,Tesco Stores »R
802,803,6159,50.012152,15.228531,"Galon, K dÌln·m 887, KolÌn",04.11.2014 18:23,34.9,Galon
1843,1844,5648,48.896841,14.881135,"Benzina, Praûsk·, Suchdol nad LuûnicÌ",04.11.2014 11:32,34.9,Benzina
1483,1484,5263,50.10917,15.93823,"Agip, silnice E442, Chvojenec 207",04.11.2014 14:28,34.9,Agip
1848,1849,5622,49.198274,14.211539,"Benzina Plus, Ve äkolce 913, ProtivÌn",04.11.2014 11:29,34.9,Benzina Plus
1850,1851,6763,49.200028,14.209583,"PapOil, FuËÌkova 980, ProtivÌn",04.11.2014 11:28,34.9,PapOil
1904,1905,6879,49.424485,13.865664,"RoBiN OIL, s.r.o., PlzeÚsk·, Blatn·",04.11.2014 10:52,34.9,RoBiN OIL
666,667,6126,50.531489,14.111145,"EuroOil, éernoseck· 2266, LitomÏ¯ice",05.11.2014 05:02,34.9,EuroOil
665,666,6125,49.087241,14.715598,"EuroOil, Tyröova 683, Lomnice nad LuûnicÌ",05.11.2014 05:02,34.9,EuroOil
821,822,6949,49.602967,18.255739,"SF Petrol Tank, Kozlovice 777",04.11.2014 18:08,34.9,SF Petrol Tank
1528,1529,6898,48.735495,14.483203,"RoBiN OIL, s.r.o., Omlenick· 641, Kaplice",04.11.2014 14:11,34.9,RoBiN OIL
929,930,7154,49.574303,17.298768,"Slovnaft, P¯erovsk·, Olomouc",04.11.2014 17:17,34.9,Slovnaft
656,657,6083,49.985088,16.888341,"EuroOil, Linhartova 310, Ruda nad Moravou",05.11.2014 05:02,34.9,EuroOil
657,658,6086,49.548659,15.630493,"EuroOil, älapanov 204",05.11.2014 05:02,34.9,EuroOil
658,659,6096,49.43843,14.65968,"EuroOil, Beneöovsk· 150, T·bor",05.11.2014 05:02,34.9,EuroOil
659,660,6106,49.862692,18.102042,"EuroOil, Opavsk· 302, Velk· Polom",05.11.2014 05:02,34.9,EuroOil
660,661,6107,49.196897,14.716294,"EuroOil, T¯Ìda »s. arm·dy 391, VeselÌ nad LuûnicÌ",05.11.2014 05:02,34.9,EuroOil
661,662,6110,49.04717,16.61364,"EuroOil, HlavnÌ 382, Vojkovice",05.11.2014 05:02,34.9,EuroOil
1527,1528,6712,48.729561,14.480939,"PapOil, Lineck· 295, Kaplice",04.11.2014 14:11,34.9,PapOil
376,377,6506,50.79761,14.40467,"OMV, DÏËÌnsk·, »esk· Kamenice",05.11.2014 08:29,34.9,OMV
1526,1527,6299,50.200192,15.295205,"KM-Prona, Praûsk· 297, MÏstec Kr·lovÈ",04.11.2014 14:11,34.9,KM-Prona
662,663,6111,48.897017,15.813256,"EuroOil, Z·meck· 328, Vranov nad DyjÌ",05.11.2014 05:02,34.9,EuroOil
1922,1923,6921,50.10583,13.75111,"RoBiN OIL, s.r.o., V Hamru 2505, RakovnÌk",04.11.2014 10:35,34.9,RoBiN OIL
663,664,6120,49.147392,15.666347,"EuroOil, Praûsk· 264, éeletava",05.11.2014 05:02,34.9,EuroOil
1808,1809,6534,50.100675,12.385711,"OMV, silnice R6, Cheb",04.11.2014 11:41,34.9,OMV
664,665,6123,50.254964,17.399803,"EuroOil, Krnovsk· 225, ZlatÈ Hory",05.11.2014 05:02,34.9,EuroOil
380,381,5490,50.801444,14.432683,"Benzina, Dukelsk˝ch hrdin˘, »esk· Kamenice",05.11.2014 08:28,34.9,Benzina
820,821,6330,49.608975,18.482614,"K-Petrol, Praûmo",04.11.2014 18:08,34.9,K-Petrol
831,832,6691,49.814365,12.893465,"PapOil, Lipov· 325, »ernosÌn",04.11.2014 17:58,34.9,PapOil
1472,1473,6166,49.085197,16.194141,"GEM, Dukovany 268",04.11.2014 14:30,34.9,GEM
1431,1432,6247,50.2501,13.767702,"Josef Fric, RoËov 224",04.11.2014 14:49,34.9,Josef Fric
1889,1890,5521,49.324804,13.687322,"Benzina, KomenskÈho, HoraûÔovice",04.11.2014 10:58,34.9,Benzina
1890,1891,6387,49.878473,13.902422,"Maja Oil, Praûsk· 503, éebr·k",04.11.2014 10:57,34.9,Maja Oil
875,876,5850,49.435829,12.944037,"Silmet, Masarykova 569, Domaûlice",04.11.2014 17:43,34.9,Silmet
876,877,6959,49.429456,12.95993,"Shell Czech Republic, a.s., Masarykova 543, Domaûl",04.11.2014 17:43,34.9,Shell Czech Republic
881,882,5288,49.826275,18.199275,"Agip, Opavsk· 13, Ostrava",04.11.2014 17:42,34.9,Agip
321,322,6853,49.056288,17.468329,"TOLOSANER a.s., Soln· cesta 341, UherskÈ HradiötÏ",05.11.2014 08:43,34.9,TOLOSANER a.s.
320,321,5547,49.990478,13.488425,"Benzina, éateck· 863, Kralovice",05.11.2014 08:43,34.9,Benzina
317,318,6356,49.958108,15.285434,"LukOil, Masarykova 639, Kutn· Hora",05.11.2014 08:44,34.9,LukOil
872,873,5618,50.12472,14.614361,"Benzina, silnice R10, smÏr Mlad· Boleslav, Praha 9",04.11.2014 17:43,34.9,Benzina
316,317,6791,48.845226,14.627873,"PapOil, Trocnovsk· (are·l »SAD TrhovÈ Sviny",05.11.2014 08:45,34.9,PapOil
889,890,6353,50.431393,15.402021,"LukOil, silnice 16, smÏr Trutnov, JiËÌn-Robousy 17",04.11.2014 17:33,34.9,LukOil
315,316,5659,48.8459,14.628325,"Benzina, Trocnovsk· 801, TrhovÈ Sviny",05.11.2014 08:45,34.9,Benzina
898,899,5479,50.19083,14.64666,"Benzina, Kosteleck·, Brand˝s nad Labem",04.11.2014 17:30,34.9,Benzina
899,900,6894,49.804385,13.298821,"RoBiN OIL, s.r.o., silnice E49, ChotÌkov",04.11.2014 17:30,34.9,RoBiN OIL
1420,1421,7746,49.1634903839,13.2246082344,petra,04.11.2014 14:52,34.9,petra
1419,1420,7745,49.1419337204,13.2246082344,Benzina plus,04.11.2014 14:52,34.9,Benzina plus
325,326,5478,49.70896,12.78128,"Benzina, PlzeÚsk·, Bor",05.11.2014 08:42,34.9,Benzina
864,865,5743,49.342023,16.418,"Benzina Plus, Za Ml˝nem, Tiönov",04.11.2014 17:46,34.9,Benzina Plus
1418,1419,6838,48.89827,14.440267,"Pletka, BudÏjovick· 499, Kamenn˝ ⁄jezd",04.11.2014 14:53,34.9,Pletka
1458,1459,7353,50.492729,15.035034,"Zena, Hradiöùsk·, KnÏûmost",04.11.2014 14:34,34.9,Zena
353,354,5911,50.224046,15.876617,"DÌtÏ Logistic, Kladsk· 916/65, Hradec Kr·lovÈ",05.11.2014 08:36,34.9,DÌtÏ Logistic
845,846,5358,49.348754,12.997178,"Agropa, silnice 184, Vöeruby-H·jek 3",04.11.2014 17:50,34.9,Agropa
846,847,5539,49.392079,13.029181,"Benzina, Na Kobyle 656, KdynÏ",04.11.2014 17:50,34.9,Benzina
655,656,6081,50.718634,15.421773,"EuroOil, silnice 14, Rokytnice nad Jizerou 499",05.11.2014 05:02,34.9,EuroOil
346,347,7343,50.240807,15.624781,"ZD Nechanice, StarÈ Nechanice",05.11.2014 08:38,34.9,ZD Nechanice
1460,1461,5155,50.6658,14.0657,"OMV, NeötÏmick·, ⁄stÌ nad Labem",04.11.2014 14:33,34.9,OMV
345,346,5797,50.22111,15.80722,"Benzina Plus, KoutnÌkova 604, Hradec Kr·lovÈ",05.11.2014 08:38,34.9,Benzina Plus
